MONTH ,DAY,YEAR,HOUR,TEMPERATURE,PRECIPITATION,STATUS
7,27,2014,1800,25°C,0.6 mm,Moderate rain at times
7,28,2014,600,27°C,0.5 mm,Moderate rain at times
7,28,2014,900,28°C,0.7 mm,Moderate rain at times
7,28,2014,1200,29°C,0.5 mm,Moderate rain at times
7,28,2014,1500,28°C,1.0 mm,Heavy rain at times
7,28,2014,1800,25°C,1.5 mm,Moderate or heavy rain shower
7,29,2014,600,26°C,0.7 mm,Moderate rain at times
7,29,2014,900,28°C,0.7 mm,Moderate rain at times
7,29,2014,1200,29°C,2.3 mm,Moderate or heavy rain shower
7,29,2014,1500,27°C,0.4 mm,Patchy rain possible
7,29,2014,1800,25°C,0.3 mm,Patchy rain possible
7,30,2014,600,27°C,0.7 mm,Moderate rain at times
7,30,2014,900,28°C,1.2 mm,Heavy rain at times
7,30,2014,1200,28°C,0.8 mm,Moderate rain at times
7,30,2014,1500,27°C,1.4 mm,Heavy rain at times
7,30,2014,1800,25°C,0.6 mm,Moderate rain at times
7,31,2014,600,27°C,0.3 mm,Patchy rain possible
7,31,2014,900,28°C,1.0 mm,Heavy rain at times
7,31,2014,1200,28°C,1.3 mm,Heavy rain at times
7,31,2014,1500,27°C, 1.1 mm ,Heavy rain at times
7,31,2014,1800,25°C,0.4 mm,Patchy rain possible
8,1,2014,600,27°C,0.8 mm,Moderate rain at times
8,1,2014,900,29°C,0.2 mm,Patchy rain possible
8,1,2014,1200,29°C,1.1 mm,Heavy rain at times
8,1,2014,1500,28°C,2.4 mm,Moderate or heavy rain shower
8,1,2014,1800,26°C,0.3 mm,Patchy rain possible
8,2,2014,600,27°C,0.7 mm,Moderate rain at times
8,2,2014,900,29°C,0.1 mm,Patchy rain possible
8,2,2014,1200,29°C,0.6 mm,Moderate rain at times
8,2,2014,1500,29°C,0.2 mm,Patchy rain possible
8,2,2014,1800,26°C,1.1 mm,Heavy rain at times
8,3,2014,600,26°C,0.9 mm,Moderate rain at times
8,3,2014,900,27°C,0.2 mm,Patchy rain possible
8,3,2014,1200,26°C,0.5 mm,Moderate rain at times
8,3,2014,1500,26°C,1.7 mm,Moderate or heavy rain shower
8,3,2014,1800,25°C,0.1 mm,Patchy rain possible
8,4,2014,600,27°C,0.5 mm,Moderate rain at times
8,4,2014,900,28°C,0.5 mm,Moderate rain at times
8,4,2014,1200,27°C,0.6 mm,Moderate rain at times
8,4,2014,1500,28°C,0.9 mm,Moderate rain at times
8,4,2014,1800,25°C,0.7 mm,Moderate rain at times
8,5,2014,600,26°C,1.3 mm,Heavy rain at times
8,5,2014,900,26°C,1.4 mm,Heavy rain at times
8,5,2014,1200,26°C,1.8 mm,Moderate or heavy rain shower
8,5,2014,1500,26°C,1.9 mm,Moderate or heavy rain shower
8,5,2014,1800,24°C,1.0 mm,Heavy rain at times
8,6,2014,600,27°C,0.0 mm,Partly cloudy
8,6,2014,900,29°C,0.2 mm,Patchy rain possible
8,6,2014,1200,29°C,0.2 mm,Patchy rain possible
8,6,2014,1500,29°C,0.0 mm,Partly cloudy
8,6,2014,1800,26°C,0.0 mm,Partly cloudy
8,7,2014,600,27°C,0.0 mm,Clear
8,7,2014,900,29°C,0.0 mm,Clear
8,7,2014,1200,30°C,0.0 mm,Partly cloudy
8,7,2014,1500,29°C,0.0 mm,Partly cloudy
8,7,2014,1800,26°C,0.0 mm,Partly cloudy
8,8,2014,600,27°C,0.0 mm,Clear
8,8,2014,900,30°C,0.0 mm,Clear
8,8,2014,1200,30°C,0.0 mm,Clear
8,8,2014,1500,29°C,0.0 mm,Clear
8,8,2014,1800,26°C,0.0 mm,Clear
8,9,2014,600,28°C,0.0 mm,Clear
8,9,2014,900,30°C,0.0 mm,Clear
8,9,2014,1200,30°C,0.0 mm,Clear
8,9,2014,1500,29°C,0.0 mm,Clear
8,9,2014,1800,26°C,0.0 mm,Clear
8,10,2014,600,28°C,0.0 mm,Clear
8,10,2014,900,30°C,0.0 mm,Clear
8,10,2014,1200,30°C,0.0 mm,Clear
8,10,2014,1500,29°C,0.0 mm,Clear
8,10,2014,1800,26°C,0.0 mm,Clear
8,11,2014,600,27°C,0.0 mm,Clear
8,11,2014,900,29°C,0.0 mm,Clear
8,11,2014,1200,30°C,0.0 mm,Clear
8,11,2014,1500,29°C,0.0 mm,Clear
8,11,2014,1800,25°C,0.0 mm,Clear
8,12,2014,600,27°C,0.0 mm,Clear
8,12,2014,900,29°C,0.0 mm,Clear
8,12,2014,1200,30°C,0.0 mm,Clear
8,12,2014,1500,29°C,0.0 mm,Clear
8,12,2014,1800,26°C,0.0 mm,Clear
8,13,2014,600,27°C,0.0 mm,Clear
8,13,2014,900,30°C,0.0 mm,Clear
8,13,2014,1200,31°C,0.0 mm,Clear
8,13,2014,1500,31°C,0.0 mm,Clear
8,13,2014,1800,27°C,0.0 mm,Clear
8,14,2014,600,27°C,0.0 mm,Clear
8,14,2014,900,31°C,0.0 mm,Clear
8,14,2014,1200,31°C,0.0 mm,Clear
8,14,2014,1500,31°C,0.0 mm,Partly cloudy
8,14,2014,1800,26°C,0.0 mm,Cloudy
8,15,2014,600,27°C,0.0 mm,Clear
8,15,2014,900,30°C,0.0 mm,Clear
8,15,2014,1200,31°C,0.1 mm,Patchy rain possible
8,15,2014,1500,30°C,0.1 mm,Patchy rain possible
8,15,2014,1800,27°C,0.2 mm,Patchy rain possible
8,16,2014,600,27°C,0.0 mm,Partly cloudy
8,16,2014,900,30°C,0.0 mm,Partly cloudy
8,16,2014,1200,31°C,0.0 mm,Cloudy
8,16,2014,1500,29°C,0.0 mm,Overcast
8,16,2014,1800,26°C,0.0 mm,Partly cloudy
8,17,2014,600,27°C,1.0 mm,Heavy rain at times
8,17,2014,900,28°C,0.4 mm,Patchy rain possible
8,17,2014,1200,29°C,1.2 mm,Heavy rain at times
8,17,2014,1500,28°C,0.7 mm,Moderate rain at times
8,17,2014,1800,26°C,1.2 mm,Heavy rain at times
8,18,2014,600,25°C,0.0 mm,Cloudy
8,18,2014,900,29°C,0.0 mm,Partly cloudy
8,18,2014,1200,29°C,0.0 mm,Cloudy
8,18,2014,1500,27°C,1.0 mm,Heavy rain at times
8,18,2014,1800,26°C,0.3 mm,Patchy rain possible
8,19,2014,600,27°C,0.0 mm,Clear
8,19,2014,900,30°C,0.0 mm,Clear
8,19,2014,1200,30°C,0.0 mm,Clear
8,19,2014,1500,28°C,2.0 mm,Moderate or heavy rain shower
8,19,2014,1800,25°C,0.4 mm,Patchy rain possible
8,20,2014,600,26°C,0.0 mm,Partly cloudy
8,20,2014,900,30°C,0.0 mm,Clear
8,20,2014,1200,31°C,0.1 mm,Patchy rain possible
8,20,2014,1500,31°C,0.0 mm,Clear
8,20,2014,1800,26°C,0.5 mm,Moderate rain at times
8,21,2014,600,27°C,0.0 mm,Clear
8,21,2014,900,30°C,0.0 mm,Clear
8,21,2014,1200,29°C,0.1 mm,Patchy rain possible
8,21,2014,1500,26°C,5.2 mm,Moderate or heavy rain shower
8,21,2014,1800,25°C,1.2 mm,Heavy rain at times
8,22,2014,600,26°C,0.8 mm,Moderate rain at times
8,22,2014,900,27°C,0.6 mm,Moderate rain at times
8,22,2014,1200,26°C,1.7 mm,Moderate or heavy rain shower
8,22,2014,1500,25°C,1.7 mm,Moderate or heavy rain shower
8,22,2014,1800,25°C,1.8 mm,Moderate or heavy rain shower
8,23,2014,600,26°C,0.0 mm,Partly cloudy
8,23,2014,900,29°C,0.0 mm,Partly cloudy
8,23,2014,1200,30°C,0.1 mm,Patchy rain possible
8,23,2014,1500,29°C,2.1 mm,Moderate or heavy rain shower
8,23,2014,1800,25°C,0.0 mm,Cloudy
8,24,2014,600,27°C,0.0 mm,Partly cloudy
8,24,2014,900,30°C,0.0 mm,Clear
8,24,2014,1200,30°C,0.8 mm,Moderate rain at times
8,24,2014,1500,28°C,0.0 mm,Partly cloudy
8,24,2014,1800,26°C,0.0 mm,Clear
8,25,2014,600,27°C,0.8 mm,Moderate rain at times
8,25,2014,900,30°C,0.0 mm,Clear
8,25,2014,1200,30°C,0.0 mm,Partly cloudy
8,25,2014,1500,27°C,0.3 mm,Patchy rain possible
8,25,2014,1800,25°C,0.0 mm,Cloudy
8,26,2014,600,27°C,0.6 mm,Moderate rain at times
8,26,2014,900,26°C,0.6 mm,Moderate rain at times
8,26,2014,1200,26°C,3.3 mm,Moderate or heavy rain shower
8,26,2014,1500,25°C,14.3 mm,Moderate or heavy rain shower
8,26,2014,1800,24°C,9.7 mm,Moderate or heavy rain shower
8,27,2014,600,25°C,0.0 mm,Partly cloudy
8,27,2014,900,28°C,0.0 mm,Partly cloudy
8,27,2014,1200,29°C,0.0 mm,Partly cloudy
8,27,2014,1500,29°C,0.0 mm,Partly cloudy
8,27,2014,1800,26°C,0.0 mm,Clear
8,28,2014,600,26°C,0.0 mm,Partly cloudy
8,28,2014,900,29°C,0.0 mm,Overcast
8,28,2014,1200,29°C,0.5 mm,Moderate rain at times
8,28,2014,1500,27°C,0.6 mm,Moderate rain at times
8,28,2014,1800,25°C,1.1 mm,Heavy rain at times
8,29,2014,600,27°C,0.1 mm,Patchy rain possible
8,29,2014,900,27°C,0.1 mm,Patchy rain possible
8,29,2014,1200,27°C,0.0 mm,Partly cloudy
8,29,2014,1500,25°C,1.9 mm,Moderate or heavy rain shower
8,29,2014,1800,24°C,0.3 mm,Patchy rain possible
8,30,2014,600,27°C,0.0 mm,Cloudy
8,30,2014,900,28°C,0.2 mm,Patchy rain possible
8,30,2014,1200,29°C,1.0 mm,Heavy rain at times
8,30,2014,1500,28°C,1.0 mm,Heavy rain at times
8,30,2014,1800,24°C,0.4 mm,Patchy rain possible
8,31,2014,600,26°C,0.7 mm,Moderate rain at times
8,31,2014,900,30°C,0.0 mm,Partly cloudy
8,31,2014,1200,30°C,0.0 mm,Partly cloudy
8,31,2014,1500,29°C,1.2 mm,Heavy rain at times
8,31,2014,1800,25°C,0.5 mm,Moderate rain at times
9,1,2014,600,26°C,0.4 mm,Patchy rain possible
9,1,2014,900,29°C,0.0 mm,Partly cloudy
9,1,2014,1200,30°C,0.0 mm,Partly cloudy
9,1,2014,1500,28°C,1.3 mm,Heavy rain at times
9,1,2014,1800,25°C,1.4 mm,Heavy rain at times
9,2,2014,600,26°C,0.2 mm,Patchy rain possible
9,2,2014,900,28°C,0.4 mm,Patchy rain possible
9,2,2014,1200,29°C,0.1 mm,Patchy rain possible
9,2,2014,1500,27°C,0.0 mm,Cloudy
9,2,2014,1800,25°C,0.1 mm,Patchy rain possible
9,3,2014,600,27°C,0.0 mm,Partly cloudy
9,3,2014,900,28°C,0.0 mm,Partly cloudy
9,3,2014,1200,28°C,0.3 mm,Patchy rain possible
9,3,2014,1500,26°C,1.4 mm,Heavy rain at times
9,3,2014,1800,25°C,1.7 mm,Moderate or heavy rain shower
9,4,2014,600,26°C,0.6 mm,Moderate rain at times
9,4,2014,900,27°C,1.0 mm,Heavy rain at times
9,4,2014,1200,27°C,0.4 mm,Patchy rain possible
9,4,2014,1500,26°C,1.6 mm,Moderate or heavy rain shower
9,4,2014,1800,24°C,2.2 mm,Moderate or heavy rain shower
9,5,2014,600,26°C,0.7 mm,Moderate rain at times
9,5,2014,900,28°C,0.2 mm,Patchy rain possible
9,5,2014,1200,29°C,0.2 mm,Patchy rain possible
9,5,2014,1500,27°C,1.2 mm,Heavy rain at times
9,5,2014,1800,25°C,0.6 mm,Moderate rain at times
9,6,2014,600,26°C,0.0 mm,Partly cloudy
9,6,2014,900,29°C,0.0 mm,Partly cloudy
9,6,2014,1200,31°C,0.0 mm,Partly cloudy
9,6,2014,1500,30°C,0.0 mm,Clear
9,6,2014,1800,26°C,0.0 mm,Clear
9,7,2014,600,27°C,0.0 mm,Partly cloudy
9,7,2014,900,30°C,0.0 mm,Clear
9,7,2014,1200,30°C,0.0 mm,Partly cloudy
9,7,2014,1500,30°C,0.3 mm,Patchy rain possible
9,7,2014,1800,26°C,0.0 mm,Clear
9,8,2014,600,27°C,0.0 mm,Overcast
9,8,2014,900,29°C,0.2 mm,Patchy rain possible
9,8,2014,1200,30°C,1.4 mm,Heavy rain at times
9,8,2014,1500,29°C,4.0 mm,Moderate or heavy rain shower
9,8,2014,1800,25°C,0.0 mm,Partly cloudy
9,9,2014,600,26°C,2.4 mm,Moderate or heavy rain shower
9,9,2014,900,28°C,0.3 mm,Patchy rain possible
9,9,2014,1200,28°C,4.0 mm,Moderate or heavy rain shower
9,9,2014,1500,25°C,5.9 mm,Moderate or heavy rain shower
9,9,2014,1800,25°C,1.8 mm,Moderate or heavy rain shower
9,10,2014,600,26°C,1.1 mm,Heavy rain at times
9,10,2014,900,28°C,2.2 mm,Moderate or heavy rain shower
9,10,2014,1200,29°C,1.1 mm,Heavy rain at times
9,10,2014,1500,29°C,0.5 mm,Moderate rain at times
9,10,2014,1800,25°C,0.7 mm,Moderate rain at times
9,11,2014,600,26°C,0.0 mm,Partly cloudy
9,11,2014,900,30°C,0.1 mm,Patchy rain possible
9,11,2014,1200,30°C,0.2 mm,Patchy rain possible
9,11,2014,1500,30°C,0.0 mm,Partly cloudy
9,11,2014,1800,26°C,0.0 mm,Clear
9,12,2014,600,27°C,0.0 mm,Clear
9,12,2014,900,30°C,0.0 mm,Clear
9,12,2014,1200,30°C,0.0 mm,Partly cloudy
9,12,2014,1500,28°C,0.0 mm,Partly cloudy
9,12,2014,1800,26°C,0.0 mm,Partly cloudy
9,13,2014,600,27°C,0.2 mm,Patchy rain possible
9,13,2014,900,28°C,0.3 mm,Patchy rain possible
9,13,2014,1200,28°C,1.4 mm,Heavy rain at times
9,13,2014,1500,27°C,0.3 mm,Patchy rain possible
9,13,2014,1800,25°C,1.9 mm,Moderate or heavy rain shower
9,14,2014,600,24°C,2.7 mm,Moderate or heavy rain shower
9,14,2014,900,25°C,2.5 mm,Moderate or heavy rain shower
9,14,2014,1200,25°C,3.6 mm,Moderate or heavy rain shower
9,14,2014,1500,25°C,5.5 mm,Moderate or heavy rain shower
9,14,2014,1800,25°C,2.7 mm,Moderate or heavy rain shower
9,15,2014,600,25°C,2.5 mm,Moderate or heavy rain shower
9,15,2014,900,27°C,0.4 mm,Patchy rain possible
9,15,2014,1200,27°C,0.2 mm,Patchy rain possible
9,15,2014,1500,28°C,0.2 mm,Patchy rain possible
9,15,2014,1800,25°C,0.2 mm,Patchy rain possible
9,16,2014,600,26°C,0.2 mm,Patchy rain possible
9,16,2014,900,30°C,0.1 mm,Patchy rain possible
9,16,2014,1200,30°C,0.0 mm,Clear
9,16,2014,1500,30°C,0.0 mm,Clear
9,16,2014,1800,26°C,0.0 mm,Clear
9,17,2014,600,27°C,0.0 mm,Clear
9,17,2014,900,30°C,0.0 mm,Clear
9,17,2014,1200,31°C,0.0 mm,Clear
9,17,2014,1500,30°C,1.2 mm,Heavy rain at times
9,17,2014,1800,25°C,0.0 mm,Clear
9,18,2014,600,26°C,0.0 mm,Partly cloudy
9,18,2014,900,29°C,0.0 mm,Clear
9,18,2014,1200,29°C,0.1 mm,Patchy rain possible
9,18,2014,1500,27°C,0.4 mm,Patchy rain possible
9,18,2014,1800,26°C,0.0 mm,Partly cloudy
9,19,2014,600,25°C,5.9 mm,Moderate or heavy rain shower
9,19,2014,900,25°C,4.9 mm,Moderate or heavy rain shower
9,19,2014,1200,25°C,3.8 mm,Moderate or heavy rain shower
9,19,2014,1500,25°C,12.7 mm,Moderate or heavy rain shower
9,19,2014,1800,25°C,3.4 mm,Moderate or heavy rain shower
9,20,2014,600,27°C,0.4 mm,Patchy rain possible
9,20,2014,900,28°C,0.3 mm,Patchy rain possible
9,20,2014,1200,29°C,0.4 mm,Patchy rain possible
9,20,2014,1500,28°C,0.0 mm,Clear
9,20,2014,1800,26°C,0.1 mm,Patchy rain possible
9,21,2014,600,26°C,0.0 mm,Clear
9,21,2014,900,30°C,0.0 mm,Clear
9,21,2014,1200,30°C,0.0 mm,Clear
9,21,2014,1500,28°C,0.0 mm,Clear
9,21,2014,1800,26°C,0.0 mm,Clear
9,22,2014,600,27°C,0.2 mm,Patchy rain possible
9,22,2014,900,29°C,0.1 mm,Patchy rain possible
9,22,2014,1200,30°C,0.0 mm,Clear
9,22,2014,1500,28°C,0.6 mm,Moderate rain at times
9,22,2014,1800,25°C,0.0 mm,Partly cloudy
9,23,2014,600,27°C,0.0 mm,Clear
9,23,2014,900,30°C,0.0 mm,Clear
9,23,2014,1200,30°C,0.0 mm,Clear
9,23,2014,1500,29°C,0.0 mm,Clear
9,23,2014,1800,26°C,0.0 mm,Clear
9,24,2014,600,27°C,0.0 mm,Clear
9,24,2014,900,30°C,0.0 mm,Clear
9,24,2014,1200,31°C,0.1 mm,Patchy rain possible
9,24,2014,1500,29°C,0.0 mm,Partly cloudy
9,24,2014,1800,24°C,1.2 mm,Heavy rain at times
9,25,2014,600,26°C,0.0 mm,Partly cloudy
9,25,2014,900,30°C,0.1 mm,Patchy rain possible
9,25,2014,1200,30°C,1.0 mm,Heavy rain at times
9,25,2014,1500,29°C,2.1 mm,Moderate or heavy rain shower
9,25,2014,1800,25°C,2.6 mm,Moderate or heavy rain shower
9,26,2014,600,26°C,0.0 mm,Clear
9,26,2014,900,30°C,0.0 mm,Clear
9,26,2014,1200,30°C,0.0 mm,Partly cloudy
9,26,2014,1500,29°C,1.7 mm,Moderate or heavy rain shower
9,26,2014,1800,25°C,1.9 mm,Moderate or heavy rain shower
9,27,2014,600,26°C,0.0 mm,Partly cloudy
9,27,2014,900,30°C,0.0 mm,Clear
9,27,2014,1200,31°C,0.0 mm,Clear
9,27,2014,1500,30°C,0.0 mm,Clear
9,27,2014,1800,26°C,0.2 mm,Patchy rain possible
9,28,2014,600,27°C,0.0 mm,Clear
9,28,2014,900,31°C,0.0 mm,Clear
9,28,2014,1200,31°C,0.0 mm,Partly cloudy
9,28,2014,1500,29°C,0.0 mm,Partly cloudy
9,28,2014,1800,26°C,0.2 mm,Patchy rain possible
9,29,2014,600,27°C,0.0 mm,Clear
9,29,2014,900,30°C,0.0 mm,Partly cloudy
9,29,2014,1200,30°C,0.0 mm,Partly cloudy
9,29,2014,1500,28°C,0.0 mm,Partly cloudy
9,29,2014,1800,25°C,0.5 mm,Moderate rain at times
9,30,2014,600,27°C,0.0 mm,Partly cloudy
9,30,2014,900,29°C,0.0 mm,Clear
9,30,2014,1200,30°C,0.0 mm,Clear
9,30,2014,1500,28°C,0.2 mm,Patchy rain possible
9,30,2014,1800,26°C,0.1 mm,Patchy rain possible
10,1,2014,600,27°C,0.0 mm,Clear
10,1,2014,900,30°C,0.0 mm,Clear
10,1,2014,1200,31°C,0.0 mm,Clear
10,1,2014,1500,28°C,2.3 mm,Moderate or heavy rain shower
10,1,2014,1800,25°C,0.3 mm,Patchy rain possible
10,2,2014,600,27°C,0.1 mm,Patchy rain possible
10,2,2014,900,29°C,0.0 mm,Partly cloudy
10,2,2014,1200,29°C,0.0 mm,Partly cloudy
10,2,2014,1500,27°C,1.3 mm,Heavy rain at times
10,2,2014,1800,25°C,0.2 mm,Patchy rain possible
10,3,2014,600,27°C,0.0 mm,Clear
10,3,2014,900,29°C,0.1 mm,Patchy rain possible
10,3,2014,1200,29°C,1.3 mm,Heavy rain at times
10,3,2014,1500,29°C,0.6 mm,Moderate rain at times
10,3,2014,1800,26°C,0.0 mm,Partly cloudy
10,4,2014,600,27°C,0.1 mm,Patchy rain possible
10,4,2014,900,30°C,0.0 mm,Clear
10,4,2014,1200,31°C,0.0 mm,Clear
10,4,2014,1500,28°C,1.5 mm,Moderate or heavy rain shower
10,4,2014,1800,25°C,1.2 mm,Heavy rain at times
10,5,2014,600,26°C,0.0 mm,Cloudy
10,5,2014,900,29°C,0.0 mm,Partly cloudy
10,5,2014,1200,29°C,0.0 mm,Partly cloudy
10,5,2014,1500,28°C,4.2 mm,Moderate or heavy rain shower
10,5,2014,1800,24°C,0.6 mm,Moderate rain at times
10,6,2014,600,26°C,0.0 mm,Partly cloudy
10,6,2014,900,29°C,0.0 mm,Partly cloudy
10,6,2014,1200,29°C,0.0 mm,Clear
10,6,2014,1500,30°C,1.4 mm,Heavy rain at times
10,6,2014,1800,25°C,0.4 mm,Patchy rain possible
10,7,2014,600,27°C,0.3 mm,Patchy rain possible
10,7,2014,900,30°C,0.0 mm,Partly cloudy
10,7,2014,1200,30°C,0.0 mm,Clear
10,7,2014,1500,30°C,0.0 mm,Clear
10,7,2014,1800,26°C,2.2 mm,Moderate or heavy rain shower
10,8,2014,600,27°C,1.0 mm,Heavy rain at times
10,8,2014,900,29°C,0.7 mm,Moderate rain at times
10,8,2014,1200,28°C,1.1 mm,Heavy rain at times
10,8,2014,1500,27°C,0.2 mm,Patchy rain possible
10,8,2014,1800,25°C,0.6 mm,Moderate rain at times
10,9,2014,600,26°C,0.0 mm,Partly cloudy
10,9,2014,900,30°C,0.1 mm,Patchy rain possible
10,9,2014,1200,30°C,0.0 mm,Clear
10,9,2014,1500,28°C,0.0 mm,Clear
10,9,2014,1800,25°C,0.0 mm,Partly cloudy
10,10,2014,600,27°C,0.0 mm,Clear
10,10,2014,900,30°C,0.0 mm,Clear
10,10,2014,1200,30°C,0.0 mm,Partly cloudy
10,10,2014,1500,28°C,0.2 mm,Patchy rain possible
10,10,2014,1800,25°C,0.4 mm,Patchy rain possible
10,11,2014,600,27°C,0.2 mm,Patchy rain possible
10,11,2014,900,28°C,0.1 mm,Patchy rain possible
10,11,2014,1200,28°C,1.6 mm,Moderate or heavy rain shower
10,11,2014,1500,27°C,1.7 mm,Moderate or heavy rain shower
10,11,2014,1800,24°C,1.7 mm,Moderate or heavy rain shower
10,12,2014,600,26°C,0.1 mm,Patchy rain possible
10,12,2014,900,29°C,0.0 mm,Clear
10,12,2014,1200,29°C,0.0 mm,Partly cloudy
10,12,2014,1500,28°C,0.0 mm,Partly cloudy
10,12,2014,1800,25°C,0.0 mm,Clear
10,13,2014,600,26°C,0.0 mm,Partly cloudy
10,13,2014,900,29°C,0.0 mm,Cloudy
10,13,2014,1200,29°C,0.0 mm,Partly cloudy
10,13,2014,1500,28°C,2.0 mm,Moderate or heavy rain shower
10,13,2014,1800,24°C,3.4 mm,Moderate or heavy rain shower
10,14,2014,600,27°C,0.0 mm,Clear
10,14,2014,900,29°C,0.0 mm,Partly cloudy
10,14,2014,1200,28°C,4.1 mm,Moderate or heavy rain shower
10,14,2014,1500,27°C,6.5 mm,Moderate or heavy rain shower
10,14,2014,1800,25°C,0.0 mm,Partly cloudy
10,15,2014,600,25°C,0.6 mm,Moderate rain at times
10,15,2014,900,29°C,0.0 mm,Cloudy
10,15,2014,1200,28°C,0.5 mm,Moderate rain at times
10,15,2014,1500,27°C,0.0 mm,Partly cloudy
10,15,2014,1800,24°C,0.0 mm,Cloudy
10,16,2014,600,27°C,0.0 mm,Cloudy
10,16,2014,900,28°C,0.0 mm,Partly cloudy
10,16,2014,1200,27°C,0.0 mm,Cloudy
10,16,2014,1500,26°C,0.0 mm,Cloudy
10,16,2014,1800,25°C,0.0 mm,Overcast
10,17,2014,600,26°C,0.0 mm,Partly cloudy
10,17,2014,900,28°C,0.0 mm,Partly cloudy
10,17,2014,1200,27°C,0.0 mm,Partly cloudy
10,17,2014,1500,27°C,1.4 mm,Heavy rain at times
10,17,2014,1800,25°C,0.5 mm,Moderate rain at times
10,18,2014,600,25°C,0.0 mm,Partly cloudy
10,18,2014,900,27°C,0.2 mm,Patchy rain possible
10,18,2014,1200,27°C,0.0 mm,Partly cloudy
10,18,2014,1500,27°C,0.0 mm,Partly cloudy
10,18,2014,1800,25°C,0.0 mm,Partly cloudy
10,19,2014,600,26°C,0.0 mm,Partly cloudy
10,19,2014,900,28°C,0.0 mm,Partly cloudy
10,19,2014,1200,29°C,0.0 mm,Clear
10,19,2014,1500,28°C,0.0 mm,Clear
10,19,2014,1800,26°C,0.0 mm,Clear
10,20,2014,600,27°C,0.0 mm,Partly cloudy
10,20,2014,900,29°C,0.0 mm,Partly cloudy
10,20,2014,1200,29°C,0.2 mm,Patchy rain possible
10,20,2014,1500,28°C,0.0 mm,Partly cloudy
10,20,2014,1800,25°C,0.0 mm,Clear
10,21,2014,600,26°C,0.0 mm,Partly cloudy
10,21,2014,900,29°C,0.0 mm,Partly cloudy
10,21,2014,1200,29°C,0.2 mm,Patchy rain possible
10,21,2014,1500,28°C,1.4 mm,Heavy rain at times
10,21,2014,1800,26°C,0.1 mm,Patchy rain possible
10,22,2014,600,26°C,0.0 mm,Clear
10,22,2014,900,29°C,0.0 mm,Clear
10,22,2014,1200,29°C,0.6 mm,Moderate rain at times
10,22,2014,1500,28°C,1.5 mm,Moderate or heavy rain shower
10,22,2014,1800,25°C,0.0 mm,Clear
10,23,2014,600,26°C,0.0 mm,Partly cloudy
10,23,2014,900,29°C,0.0 mm,Clear
10,23,2014,1200,29°C,0.0 mm,Clear
10,23,2014,1500,27°C,0.1 mm,Patchy rain possible
10,23,2014,1800,26°C,0.2 mm,Patchy rain possible
10,24,2014,600,26°C,0.0 mm,Partly cloudy
10,24,2014,900,28°C,0.0 mm,Clear
10,24,2014,1200,29°C,0.0 mm,Clear
10,24,2014,1500,28°C,0.1 mm,Patchy rain possible
10,24,2014,1800,26°C,0.0 mm,Clear
10,25,2014,600,26°C,0.0 mm,Partly cloudy
10,25,2014,900,29°C,0.0 mm,Partly cloudy
10,25,2014,1200,29°C,0.0 mm,Clear
10,25,2014,1500,28°C,0.0 mm,Clear
10,25,2014,1800,26°C,0.0 mm,Clear
10,26,2014,600,26°C,0.0 mm,Cloudy
10,26,2014,900,29°C,0.0 mm,Partly cloudy
10,26,2014,1200,29°C,0.1 mm,Patchy rain possible
10,26,2014,1500,27°C,0.8 mm,Moderate rain at times
10,26,2014,1800,25°C,0.5 mm,Moderate rain at times
10,27,2014,600,26°C,0.0 mm,Partly cloudy
10,27,2014,900,28°C,0.3 mm,Patchy rain possible
10,27,2014,1200,28°C,0.1 mm,Patchy rain possible
10,27,2014,1500,27°C,0.2 mm,Patchy rain possible
10,27,2014,1800,24°C,0.0 mm,Partly cloudy
10,28,2014,600,26°C,0.0 mm,Cloudy
10,28,2014,900,28°C,0.0 mm,Partly cloudy
10,28,2014,1200,28°C,0.0 mm,Cloudy
10,28,2014,1500,26°C,0.3 mm,Patchy rain possible
10,28,2014,1800,25°C,0.0 mm,Cloudy
10,29,2014,600,26°C,0.0 mm,Cloudy
10,29,2014,900,28°C,0.0 mm,Partly cloudy
10,29,2014,1200,29°C,0.0 mm,Partly cloudy
10,29,2014,1500,27°C,0.8 mm,Moderate rain at times
10,29,2014,1800,25°C,0.2 mm,Patchy rain possible
10,30,2014,600,27°C,0.0 mm,Cloudy
10,30,2014,900,28°C,0.0 mm,Cloudy
10,30,2014,1200,28°C,0.0 mm,Partly cloudy
10,30,2014,1500,27°C,0.0 mm,Partly cloudy
10,30,2014,1800,26°C,0.0 mm,Partly cloudy
10,31,2014,600,26°C,0.0 mm,Cloudy
10,31,2014,900,29°C,0.0 mm,Cloudy
10,31,2014,1200,28°C,0.0 mm,Partly cloudy
10,31,2014,1500,27°C,0.0 mm,Partly cloudy
10,31,2014,1800,26°C,0.0 mm,Partly cloudy
11,1,2014,600,26°C,0.0 mm,Cloudy
11,1,2014,900,29°C,0.0 mm,Partly cloudy
11,1,2014,1200,29°C,0.0 mm,Partly cloudy
11,1,2014,1500,28°C,0.8 mm,Moderate rain at times
11,1,2014,1800,26°C,0.1 mm,Patchy rain possible
11,2,2014,600,27°C,0.0 mm,Clear
11,2,2014,900,31°C,0.0 mm,Clear
11,2,2014,1200,31°C,0.0 mm,Clear
11,2,2014,1500,29°C,0.0 mm,Partly cloudy
11,2,2014,1800,26°C,0.0 mm,Clear
